aid,similarity_baseline
127249,"[128452, 128681, 128632, 129025, 128179, 128058, 128823, 128225, 128702, 128585, 129374, 129252, 128135, 128327, 128570, 128015, 128326, 129159, 129358, 128112, 128644, 128356, 128486, 129000, 128651, 128022, 128024, 128872, 129359, 128575, 128156, 127939, 128350, 127925, 128894, 128677, 128740, 127874, 129292, 128655, 129382, 128691, 127918, 128615, 128385, 128180, 129307, 128164, 128003, 128978, 127854, 129121, 128936, 129375, 129078, 128599, 128746, 128497, 128606, 128588, 128483, 128218, 129267, 128878, 129065, 129166, 129237, 128110, 127860, 127870, 128178, 128373, 128771, 128815, 128773, 128999, 128517, 129026, 128778, 128995, 129258, 129259, 127853, 128197, 129074, 129354, 128646, 128383, 127967, 128482, 128427, 128224, 128165, 128573, 128733, 128127, 128745, 128434, 128447, 128871]"
127250,"[128622, 129279, 128035, 129082, 128167, 129037, 128614, 129316, 128034, 128235, 129057, 128817, 127929, 128072, 127852, 127923, 128673, 129270, 129014, 128220, 128321, 128337, 128892, 129262, 128960, 127957, 128791, 128844, 128909, 128860, 128539, 128604, 128124, 128155, 128450, 127892, 128138, 127873, 129268, 128829, 129220, 129306, 128808, 128190, 129028, 128420, 128206, 129414, 128162, 129204, 128407, 128928, 128466, 128521, 128366, 129136, 129091, 128392, 128028, 128801, 128284, 128701, 128465, 128252, 128324, 128925, 127950, 129355, 128675, 129212, 128577, 129135, 128421, 129298, 128968, 128944, 129324, 128098, 127906, 128859, 129264, 128908, 130061, 128627, 129178, 128826, 129115, 128242, 129079, 129386, 129311, 128660, 129407, 129366, 128964, 127899, 128921, 129126, 128754, 128729]"
127251,"[128339, 128757, 129300, 128145, 128276, 128879, 128007, 129350, 128241, 128508, 128899, 128716, 129885, 128082, 128027, 128563, 128290, 129381, 129424, 128596, 128103, 128714, 128947, 129377, 127854, 128985, 128327, 129092, 128159, 129229, 129250, 127977, 128260, 129284, 128019, 128586, 129210, 128872, 128821, 129024, 129378, 128685, 128440, 128822, 128029, 129261, 128390, 129293, 128636, 128200, 128439, 129151, 128918, 128581, 128518, 128815, 128942, 127941, 128374, 128089, 127914, 128989, 127968, 128110, 129267, 129164, 129118, 129046, 128545, 128688, 128121, 128197, 128967, 128416, 129370, 127937, 128981, 129192, 128031, 129078, 128050, 129011, 128274, 128090, 128482, 128767, 129338, 128213, 128315, 129384, 128119, 128708, 129308, 128112, 128164, 129345, 128890, 128192, 128275, 129888]"
127252,"[128866, 128393, 128533, 129164, 129173, 128110, 128567, 128657, 128192, 128482, 128541, 128434, 129310, 128497, 128170, 129005, 128531, 128872, 128101, 128089, 127941, 129186, 128037, 128636, 128057, 129131, 129176, 129381, 128538, 129417, 129348, 129888, 128977, 128563, 128014, 127945, 128684, 128534, 128060, 128015, 127939, 128904, 129353, 128744, 128815, 128447, 128483, 128635, 129099, 128778, 128121, 128662, 128140, 128740, 128616, 128343, 128772, 129046, 128225, 127996, 128854, 128518, 128877, 128148, 128685, 128311, 128129, 128615, 129034, 128319, 128537, 128460, 129110, 127899, 128474, 129328, 128392, 127850, 129349, 128405, 128370, 129261, 128811, 127854, 128216, 128415, 127872, 129363, 128332, 129170, 129011, 127860, 128767, 128561, 129213, 127918, 128024, 128746, 127942, 129085]"
127253,"[128848, 128024, 128341, 128246, 128871, 128128, 129378, 128642, 128799, 129308, 128947, 128615, 128152, 128596, 128693, 128391, 128287, 129108, 128708, 128214, 129017, 127936, 129307, 128390, 128927, 128238, 128352, 129232, 129250, 129258, 128022, 128383, 128003, 128595, 129237, 127955, 128646, 128589, 129151, 128440, 127992, 129016, 128672, 128260, 128883, 129118, 128590, 128033, 128778, 128385, 128999, 128212, 128563, 128173, 128404, 129022, 129025, 128894, 128888, 128311, 128985, 128936, 128830, 128351, 127993, 128313, 129380, 129066, 128745, 128967, 127860, 128973, 128256, 128382, 128995, 127870, 129332, 129141, 129259, 128704, 128651, 128145, 128979, 128276, 128969, 127904, 128156, 128105, 127951, 127909, 128959, 128937, 128484, 128796, 129374, 128716, 129063, 129421, 128460, 128981]"
127255,"[127951, 128821, 128260, 128883, 128595, 128879, 128440, 129267, 128973, 128253, 128822, 127887, 129108, 128105, 128848, 128625, 128050, 128055, 127898, 129022, 128248, 128806, 127871, 129383, 128854, 128417, 128120, 128959, 129131, 129176, 128005, 128961, 128773, 129293, 127998, 128895, 128467, 128256, 129192, 128275, 129412, 129282, 129378, 128642, 128778, 129381, 129292, 129380, 128988, 128446, 127891, 128543, 128237, 128712, 128741, 127862, 128007, 129325, 128714, 128241, 128357, 128927, 129090, 128062, 129421, 128390, 127978, 129011, 128212, 128830, 129218, 128981, 128745, 128805, 128103, 128616, 128995, 127977, 128967, 129232, 128391, 128947, 128646, 128767, 129063, 128834, 128888, 128152, 128432, 128227, 129242, 128434, 129231, 128942, 128200, 128456, 128458, 129244, 128905, 128194]"
127256,"[128951, 128422, 129412, 129250, 129231, 128718, 128467, 127971, 128319, 129016, 128927, 129261, 128248, 128596, 128033, 127887, 128903, 128556, 129427, 129421, 128090, 128005, 128710, 128796, 128313, 129017, 128642, 129335, 129132, 128616, 129299, 129397, 128727, 127955, 129232, 129300, 128873, 129108, 129138, 128315, 128955, 129308, 128826, 128936, 129217, 128871, 128824, 129377, 128595, 128675, 128382, 128237, 128969, 129130, 128888, 128370, 128495, 128615, 128563, 128707, 128301, 129292, 128942, 128711, 128055, 129345, 128589, 128533, 127977, 129400, 129383, 129284, 128256, 128679, 128611, 128390, 129378, 128282, 127978, 129293, 128384, 129282, 129387, 128128, 128440, 128146, 129369, 128449, 129357, 127941, 128238, 128812, 128253, 128654, 128697, 128150, 129146, 127895, 128022, 127898]"
127258,"[127970, 129397, 128701, 128695, 129237, 128880, 128119, 129258, 128475, 128237, 128127, 128432, 129387, 128938, 129334, 128573, 128733, 129432, 128568, 129342, 129287, 128675, 129400, 129026, 128197, 128368, 128248, 127950, 127909, 128544, 128017, 128417, 128961, 128588, 127861, 129174, 128318, 128033, 128645, 129369, 129074, 128146, 128590, 129256, 128791, 128190, 129244, 129124, 128289, 128316, 128001, 128793, 127891, 128348, 129084, 128293, 129255, 128456, 127955, 129132, 129421, 129343, 127873, 129407, 128256, 128517, 128738, 129299, 128655, 129273, 128599, 129201, 129411, 128935, 128576, 127921, 128428, 129355, 129486, 129324, 127871, 129385, 128006, 128206, 128742, 128465, 128606, 128729, 129315, 129338, 129392, 129311, 129372, 128038, 128422, 129282, 129382, 129412, 127898, 129413]"
127259,"[128248, 128306, 127858, 127867, 129083, 128653, 129405, 129392, 127922, 128547, 127953, 128661, 128896, 127880, 128260, 128959, 129043, 128326, 128323, 128186, 129293, 128999, 127861, 128929, 129299, 128237, 128544, 128470, 128357, 128709, 128373, 128560, 128680, 128981, 127962, 128822, 127891, 128123, 128211, 128655, 128436, 129217, 128017, 128199, 128224, 129084, 128316, 128858, 129156, 128363, 130353, 128181, 129330, 128854, 128219, 128417, 128136, 129432, 127950, 128319, 129126, 129016, 129380, 129397, 128703, 128402, 128947, 128492, 128517, 129398, 128569, 128698, 129007, 129327, 128426, 129232, 129383, 129108, 129328, 128500, 127979, 128152, 128197, 127934, 128523, 129034, 128338, 128720, 129228, 128404, 128988, 127912, 129284, 127951, 128989, 128637, 127978, 128755, 129201, 128797]"
127260,"[128067, 128809, 128694, 129216, 127956, 128971, 128576, 129182, 129303, 129224, 128973, 128454, 129159, 128434, 129065, 128850, 128883, 128641, 128837, 128802, 128370, 129034, 129316, 128741, 127973, 128073, 128919, 129242, 127888, 129109, 128977, 128449, 128010, 129099, 128179, 127913, 128112, 129212, 128075, 128852, 128460, 128224, 129200, 129313, 128828, 129292, 129025, 127870, 127978, 129153, 129328, 127935, 128914, 128981, 127907, 128033, 128638, 128636, 128995, 128342, 129131, 129176, 129045, 129225, 128163, 128795, 128482, 128020, 128290, 127860, 128772, 128361, 127911, 129310, 128857, 128264, 127900, 128838, 128913, 128153, 128453, 127962, 129340, 128635, 129155, 128000, 128952, 129294, 128691, 129220, 128885, 128306, 129354, 128268, 128651, 127925, 129090, 128823, 129256, 127886]"
127261,"[129420, 128791, 128330, 128762, 129311, 129079, 128742, 129970, 127950, 128782, 128604, 128926, 129179, 127926, 128354, 129165, 129352, 129045, 129411, 128407, 128324, 127987, 128318, 128909, 129324, 128422, 128919, 128781, 129414, 127873, 128738, 129272, 129315, 128124, 128975, 128933, 128750, 128647, 129299, 128076, 129090, 128875, 128938, 129296, 129107, 129135, 128841, 128013, 128960, 129334, 128701, 128964, 129169, 129240, 129397, 129385, 128676, 129333, 129269, 128272, 129076, 128265, 129130, 128749, 128675, 127943, 127861, 128409, 129265, 129486, 129364, 129124, 128160, 128049, 127985, 128618, 129342, 128227, 128747, 128568, 128367, 129339, 130688, 129330, 128198, 128660, 128402, 128073, 129402, 128264, 128921, 129273, 127881, 129286, 128033, 129178, 128248, 127891, 129001, 129366]"
127263,"[127862, 128927, 128720, 128127, 128988, 129486, 128630, 128432, 127867, 128709, 128467, 128677, 128112, 128588, 129258, 129256, 128559, 129886, 128644, 128544, 129074, 129412, 129051, 128568, 129400, 128254, 128742, 129237, 128693, 129383, 128402, 128237, 129397, 128933, 129252, 128576, 127962, 128164, 128218, 128417, 128599, 128585, 128214, 129387, 128702, 128894, 129132, 129382, 127861, 128001, 128888, 129174, 128701, 129365, 128318, 128456, 129394, 128022, 127871, 127880, 128160, 128938, 128033, 129259, 129334, 128675, 128695, 128738, 129201, 128248, 129432, 129287, 129421, 128173, 129073, 128733, 128348, 128606, 128921, 128446, 128550, 129380, 128316, 129343, 129407, 129108, 127950, 128851, 128562, 128615, 129399, 128590, 129084, 128797, 128224, 129330, 128778, 128573, 129296, 128289]"
127264,"[129373, 128010, 128044, 127965, 128317, 128548, 128285, 128555, 129220, 129395, 129202, 128479, 128648, 127863, 128558, 128842, 128802, 128233, 129021, 128953, 128267, 128074, 127864, 129096, 129075, 128640, 127916, 129045, 128761, 128914, 128219, 128196, 127875, 128068, 128322, 129398, 128361, 128790, 129263, 127930, 128075, 127926, 129402, 128570, 128297, 127994, 129339, 128503, 128975, 129172, 128078, 128372, 128786, 129376, 128787, 128064, 129224, 129155, 129153, 129018, 128515, 127922, 129027, 128624, 128073, 127886, 128210, 128510, 129048, 128536, 129884, 129219, 128751, 128713, 129104, 128900, 129187, 128349, 129052, 128176, 129225, 128154, 128828, 127995, 128893, 129432, 128728, 128458, 128321, 128040, 127868, 128139, 128211, 128795, 129277, 127959, 128661, 128270, 129330, 129299]"
127265,"[129011, 128518, 128757, 128767, 129381, 128371, 128192, 129046, 129403, 129348, 128089, 128031, 129164, 127941, 129210, 128103, 129229, 128534, 128027, 128636, 128290, 128872, 127918, 128821, 128682, 129030, 128121, 128129, 128482, 128904, 128140, 128563, 128657, 128439, 127937, 128499, 128879, 129173, 128711, 128057, 128714, 128170, 128528, 128110, 128685, 128815, 128918, 128866, 129888, 128646, 128007, 129131, 129176, 127850, 129055, 129170, 128854, 129029, 128393, 128274, 128405, 128877, 128710, 128744, 128275, 129034, 128541, 129317, 127883, 128415, 128581, 127977, 127905, 128533, 128778, 129378, 128434, 128260, 128535, 128440, 127854, 128241, 128412, 128292, 128635, 127978, 128653, 128538, 128390, 128741, 128019, 128029, 128684, 128478, 128963, 128594, 129331, 128429, 128891, 129250]"
127266,"[128744, 128057, 128535, 129403, 128518, 129011, 129205, 127941, 128140, 129030, 128904, 129381, 128371, 128405, 127883, 128685, 128877, 129348, 128274, 129046, 128365, 128129, 129345, 128192, 128439, 128866, 128393, 128027, 129335, 127945, 128872, 128483, 128563, 129317, 127918, 127854, 128528, 129192, 129194, 128103, 129207, 129261, 129349, 129206, 128343, 128538, 128086, 128007, 128031, 129350, 128815, 128121, 127937, 128746, 128497, 128757, 128440, 128711, 129210, 128110, 128275, 128399, 128918, 129170, 128241, 129340, 129229, 128594, 129004, 127872, 128646, 129417, 128024, 129186, 128684, 128482, 129888, 128767, 128415, 128534, 128657, 128170, 128651, 128533, 129363, 128556, 129118, 128785, 128089, 128974, 128691, 128225, 129131, 129176, 128778, 128741, 129232, 128429, 127925, 128759]"
127267,"[128926, 128330, 128318, 128988, 127891, 127921, 127943, 128590, 129383, 129152, 128422, 128951, 128905, 129486, 128604, 128982, 127873, 128620, 128076, 128959, 129175, 129352, 127952, 128544, 128894, 129076, 127909, 128942, 128211, 129420, 129296, 129237, 129380, 128316, 129272, 128619, 128909, 128253, 128397, 128782, 128432, 129132, 129273, 128762, 128933, 129108, 129334, 128720, 128227, 128750, 128230, 128458, 128935, 128328, 128738, 128676, 129432, 128237, 128402, 128675, 128677, 128826, 128464, 128973, 128550, 129090, 128124, 128293, 128215, 128695, 128568, 129277, 128549, 129244, 130688, 128805, 128324, 128418, 128797, 129394, 128921, 127950, 128888, 128049, 128033, 128334, 129397, 128556, 129051, 127977, 129054, 128359, 129299, 128467, 128902, 129970, 128119, 128680, 128203, 129231]"
127268,"[128809, 129225, 128608, 128794, 128342, 127900, 128838, 129064, 127964, 127935, 128020, 129153, 128852, 129036, 129075, 128536, 128893, 128233, 127956, 129395, 128555, 128914, 128463, 128971, 128349, 128010, 128638, 128548, 129242, 128479, 128332, 128107, 129303, 127868, 129346, 129062, 128538, 129040, 128100, 128694, 128912, 127991, 128516, 127901, 129055, 128790, 128649, 127990, 129235, 128153, 128067, 129021, 129041, 129155, 129302, 128828, 128043, 128309, 129367, 128361, 128977, 128487, 127903, 128482, 127878, 129220, 127884, 127982, 129099, 128400, 128931, 128068, 128919, 128141, 129322, 128570, 129034, 127973, 129326, 128576, 129168, 128885, 128358, 128953, 128857, 128750, 128814, 128578, 128256, 128970, 128185, 129061, 129310, 128541, 128144, 129226, 128169, 128434, 129182, 129175]"
127269,"[128563, 129378, 129118, 128596, 128440, 129353, 128646, 128708, 129308, 129284, 128260, 127883, 128556, 128615, 128778, 129345, 129108, 129335, 128007, 127936, 129250, 128024, 129232, 128685, 129307, 129293, 128871, 128518, 127967, 128029, 129300, 128879, 128757, 128238, 128799, 128382, 128981, 128384, 128736, 128848, 128385, 128947, 128275, 128710, 128390, 128439, 128775, 129421, 128815, 128595, 128031, 128589, 128999, 127854, 128679, 128821, 127937, 128290, 128121, 129017, 128128, 129381, 129011, 128086, 129317, 128103, 128200, 129138, 128222, 128891, 129092, 128888, 129424, 128482, 128967, 127977, 128961, 128148, 128404, 128651, 128616, 129151, 129170, 127951, 128339, 128019, 127905, 128642, 129192, 128287, 127871, 129267, 128767, 127978, 129261, 128918, 128256, 128098, 128311, 128351]"
127271,"[128360, 127937, 128483, 128105, 128813, 128225, 128685, 128780, 128535, 128872, 128275, 128439, 128429, 129424, 128651, 128815, 129067, 127883, 128449, 127870, 128024, 128241, 129170, 128549, 128029, 128089, 129065, 128165, 128918, 128118, 128103, 128563, 128898, 127977, 128301, 128740, 129331, 128942, 128878, 127971, 128191, 128164, 129261, 129229, 129284, 128646, 128888, 128416, 128415, 128253, 128383, 128497, 129345, 127905, 127936, 128007, 129118, 128835, 128319, 129192, 128708, 129250, 128172, 128375, 128611, 128936, 128746, 128877, 128274, 128871, 129335, 129066, 128351, 128378, 127854, 129022, 128287, 128384, 128087, 129381, 129017, 128528, 128440, 127996, 127960, 129300, 128744, 128999, 128518, 128955, 128866, 128390, 129378, 128482, 128853, 129194, 128148, 128005, 128757, 128192]"
127272,"[129166, 128658, 128419, 128135, 129260, 128703, 128350, 128058, 128732, 128545, 128688, 128244, 128655, 128659, 128452, 129255, 128179, 128632, 128408, 129243, 128283, 128476, 128250, 129097, 128588, 128573, 128011, 129026, 128579, 128327, 128403, 128326, 129159, 128373, 128021, 128248, 128575, 128702, 128197, 129230, 128517, 128978, 128146, 128929, 129313, 128213, 128180, 129351, 129432, 129358, 128436, 129267, 128544, 128677, 128585, 128819, 127853, 128568, 128475, 128896, 128932, 128599, 129336, 128681, 129083, 128733, 128781, 128119, 129237, 128166, 128218, 128122, 129252, 128022, 128725, 128289, 128348, 128123, 128571, 128156, 128650, 128995, 128591, 127955, 128894, 129413, 129188, 129421, 129025, 127970, 128694, 129354, 128576, 129090, 128478, 129232, 128359, 128127, 129174, 128266]"
127273,"[128746, 128974, 127941, 128439, 128483, 128740, 129192, 128274, 129067, 128399, 127918, 128275, 129345, 128225, 128750, 128780, 129381, 127854, 128086, 128535, 128651, 128513, 128497, 128140, 128594, 128815, 127945, 128995, 128241, 129335, 129004, 128253, 129131, 129176, 129205, 128878, 129030, 129308, 127870, 128528, 128785, 129261, 129254, 128451, 128872, 127968, 129229, 128628, 128691, 128813, 128898, 128538, 129284, 128866, 127978, 127925, 128877, 128365, 129300, 128429, 128636, 128191, 129175, 129888, 128973, 128696, 128556, 128024, 128482, 129350, 128735, 128635, 127899, 128031, 128121, 129349, 129377, 129046, 128110, 129080, 128563, 129042, 128543, 129354, 129181, 128336, 128391, 129017, 129232, 128007, 128165, 128319, 127944, 128904, 128955, 129092, 128496, 129035, 128609, 128518]"
127274,"[129231, 128806, 129022, 128660, 129175, 128619, 128253, 129174, 129299, 129077, 128063, 129322, 128909, 128968, 129237, 129419, 129397, 128062, 128124, 128905, 129203, 129132, 128773, 128951, 128995, 128745, 128590, 129146, 128422, 129074, 127938, 128826, 129313, 129339, 128248, 128595, 129244, 130688, 128022, 128467, 128588, 128825, 128211, 129357, 128719, 129090, 128973, 129169, 128710, 127950, 129258, 127873, 128316, 128127, 128220, 129016, 127955, 128712, 127992, 128245, 128120, 128677, 128417, 128432, 128570, 128883, 128630, 128902, 128313, 127998, 128458, 128797, 128434, 128747, 129034, 128400, 127898, 129232, 128238, 129412, 128937, 128197, 129136, 127887, 128486, 128492, 128005, 128750, 128501, 128824, 129035, 129400, 128848, 128675, 128190, 128938, 129387, 129308, 128819, 128959]"
