aid	deepl_title
118929	Delayed feast for the elephants at Cologne Zoo
118930	Murder trial against 90-year-old man is dropped
118932	Cologne police search for classic car worth 100,000 euros
118933	Hollywood star for co-star Sam Elliott
118934	Road builders do not want to go to Niehl
118935	Police searching for sex offender with sketch image
118936	Showers in the city high school in Porz closed due to legionella bacteria
118937	Police officers discover killed baby in apartment
118938	Defender Steven Ruprecht out for six weeks
118939	Powder leaked at Bayer's Wuppertal site
118940	A little confidence for Anthony Modeste
118941	Cologne University Hospital with the most births in the country
118942	Bosz starts with victory - Bayer 04 shows defensive weaknesses
118943	Ailing Cologne/Bonn Airport gets new second boss
118944	Service dog Lisbeth puts her paws up
118945	Does the rain threaten the ice hockey spectacle in Müngersdorf?
118946	Cyclist hit while crossing the road
118947	Police arrest suspected perpetrator
118948	London Heathrow Airport briefly paralyzed
118949	Defendants allegedly intercepted radio signals from keys
118952	Artist widow receives million sculptures
118953	Prominent Twitter users jump to the aid of ZDF reporter
118954	Disappeared German in custody of Egyptian authorities
118955	1.FC Cologne wins against overhard Groninger
118957	US downgrades EU representation in Washington
118958	Thief pretends to be a friend
118959	Started with Led Zeppelin: Jimmy Page turns 75
118960	Police informs about clashes in the rocker milieu
118961	The man who first heard the echo
118962	Shredded Banksy painting will be exhibited in the museum
118963	It's all about the Golden Pineapple
118965	VW subsidiary Moia starts test operation with shuttles in Hamburg
118966	Basaksehir FK signs Serdar Tasci
118968	Trial starts between Qualcomm and U.S. antitrust regulators
118969	Led Zeppelin's sound architect turns 75
118970	Freeway 4 near Elsdorf gets bat fence
118971	Municipality Kürten could become a city in 2019
118972	Library moves to the House of Encounter
118973	"Why the Amazon ""Vine"" club gives away products to testers"
118974	Trump details gruesome crimes by 'illegals'
118975	Bakers in the Rhine-Sieg district complain about staff shortages and bureaucracy
118977	Cologne woman missing in Australia since New Year's Day
118978	New Porsche 911 also comes as a convertible
118979	"""Shutdown"" without end"
118981	Scathing verdict on Prime Minister May
118982	Strike on Thursday at Cologne/Bonn Airport
118983	Australia's prime minister commits embarrassing photoshop blunder
118984	Tablets for the Albert-Einstein-Gymnasium
118985	Bergisch Gladbach has no money for a new museum
118986	Leverkusen tent camp moves to northern Germany this year
118988	Clearing at Heckelsberg is almost completed
118989	Number of smokers in the Euskirchen district on the rise
118990	EHC Munich after zero: Take the lead in Salzburg
118991	Frauke Petry becomes a mother for the sixth time
118992	"""Bild"" newspaper: Frauke Petry expects sixth child in June"
118993	Start of KVB express buses delayed
118994	Verdi calls for further warning strikes at airports
118995	Eight injured in collision between car and public bus
118996	Police partially contradict AfD account of the crime
118997	Newspaper: Basketballer Zipser before comeback in the NBA
118998	Icelandic goal scorer Sigurdsson missing from World Cup
118999	Cologne/Bonn Airport paralyzed for one hour
119000	Carnival costumes from the Cologne area in 450 C&A stores nationwide
119001	Truck burns out - kilometer-long traffic jam in rush hour traffic
119002	Apple CEO Tim Cook raises salary sharply
119003	Israeli ex-minister Segev admits espionage
119004	Sankt Augustin chases litterers - police investigate
119005	Bibi Johns wants to continue driving at 90
119006	Bradley Cooper nominated twice
119007	Cult GM is meanwhile exploring a realization for 2020
119008	Dams fill only slowly - Aggertalsperre at 60 percent
119009	FC Bayern signs Pavard from VfB Stuttgart as of summer
119010	Court rejects release from custody for Ghosn
119011	Driver's novice crashes with 272 hp car into Kerpen house entrance
119012	Positive signals after talks between USA and China
119013	Wife of one of the richest Norwegians kidnapped
119014	Darmstadt 98 signs Icelander Pálsson
119015	ZDF crime series leaves ARD series behind
119016	How Eckart von Hirschhausen lost 10 kilos in three months
119017	Reports: Manafort passed campaign data to Russians
119018	"Ginter on facial injury: Had ""great luck"""
119020	Airline Germania in financial difficulties - flight operations continue
119021	Winterberg - Where the snow comes from the cannon
119022	Skiers go empty-handed in extreme weather conditions
119023	Document damage from heavy rain and storms with photos
119024	With Metzgerei Harf disappears a piece of an ideal world in Brühl
119025	Butcher's shop Harf closes after 60 years
119026	USA, Qatar, South Africa: Training camps as Bundesliga PR
119027	Cologne's designated triumvirate moves into the new Hofburg
119028	1.FC Köln must learn lessons from the Modeste case
119031	"Watzke on the title fight: ""FC Bayern is the favorite""."
119032	"""Coincidence that no one has died yet""."
119033	Fire in Dortmund apartment building: Two dead
119034	Salihamidzic on the Ribéry affair: Say nothing further
119035	No further anchor centers planned in Germany
119036	End of the investigation not yet in sight
119037	New findings: Magma chambers under Laacher See fill up
119038	The first companies are already working in the tasting plant
119039	Over 500,000 tickets sold for World Cup matches in Germany
119040	Unemployment in the EU at lowest level since 2000
119041	Fresh snow - deadly danger in the mountains
119042	Videos contradict AfD account of Magnitz attack
119043	Feeding birds in winter - is it useful?
119044	What to do in the garden in January
119045	Duchess Kate celebrates 37th birthday
119046	Rocker milieu: Cologne police chief speaks of Wild West
119047	Diane Kruger fights for privacy of her daughter
119048	Sprinter Greipel makes debut for new team in Gabon
119049	VfB Stuttgart loan Zuber from TSG Hoffenheim
119050	49 migrants allowed ashore in Malta
119051	"Storm ""Benjamin"" moves on: storm surge at the Baltic Sea"
119052	Exports lose momentum - yet record 2018 in sight
119053	Harald Schmidt keeps his children off the Internet
119054	People who regularly go to the movies are less likely to become depressed
119055	Harald Schmidt denies children up to 14 a smartphone
119056	City deacon attacks cardinals in Rome
119058	"Cautious ""sign of life"": Geiger has ""smelled a rat""."
119059	Wolfgang Orth died after long illness
119060	Auto sales in China decline for the first time in over 20 years
119061	Heiner Lauterbach advises against infidelities
119062	Almost half of all bicycles of schoolchildren unroadworthy
119063	Activists announce resistance to tree house eviction
119064	What winter sports enthusiasts should know about avalanches
119065	Heiner Lauterbach regrets flings
119066	Car collides with streetcar: 80-year-old seriously injured
119067	Railroad employees shovel free buried chamois
119068	Ginter almost lost eyesight
119069	Waste and wastewater are most expensive in Leverkusen
119071	Basketball star Dennis Schröder approached by opponent
119073	European politician Brok does not yet know whether he will run for office
119074	Japan starts Asian Cup with victory - Osako scores twice
119075	World champion Erik Lesser starts in Oberhof
119076	After Duisburg, Essen also introduces special prosecutors
119077	Augsburg's slider suffers thigh blister
119078	Katterbach out for long time with partial tear of medial ligament
119079	Practicing life on stage
119080	New KVB app for 1.2 million euros to run more stably
119081	More money and free school meals for millions of children
119082	"Karl-Josef Laumann: ""Nursing finally needs a voice""."
119083	Furniture industry complains: Advertising with superlatives worn out
119084	10 series you should not miss in January
119085	Crashed Gisin wants to ski race again after rehab
119086	French Mirage crashed
119087	Eike Schmidt modernizes the Uffizi
119088	When a zoo takes inventory - 8,981 animals counted
