aid	deepl_title
129530	HBO releases impressive trailer for series finale
129531	30 people found new association for rail bus
129532	Factions take Mayor von Rekowski to court harshly
129533	Werner Spinner lets crisis summit burst
129534	Müller with respect but without fear against Ingolstadt
129535	Macron sounds the alarm in Europe and calls for drastic reforms
129536	The Jecken in Reichshof had a lot of fun at the carnival procession
129537	Deportations fail due to airline or pilots
129538	Jecken celebrate Sessionsabschluss in Ripsdorf
129539	Letters with explosive devices found in London
129541	"Macron sounds alarm in Europe and calls for ""new beginning"
129543	Fatal fire in senior citizens' accommodation in Rheine
129545	Kamelle and Strüßjer rain for the Jeckenschar
129546	Of foxes, roller coasters and other beautiful costumes
129548	Charges filed against Sief Allah H. and wife
129549	Nubbel Ranjid atones for all wrongdoings in carnival
129550	E.Go and VW work together
129551	New prince pair is ready in Leichlingen
129552	Ajax Amsterdam sweeps defending champion Real Madrid off the pitch
129553	Radio Bremen gets a female director for the first time
129554	No miracle for BVB: Dortmund storms - Spurs score
129555	Class reunion
129557	Ash Wednesday ends the carnival
129558	Public prosecutor's office wants to question Erfurt doctor soon
129559	Astonishment at Löw: Three spokesmen gone - who will take over now?
129560	"So much for ""Mer sin eins"""
129561	Kylie Jenner is youngest self-made billionaire ever
129562	Administration is to be reorganized - a lot of money is at stake
129563	Next bridge can no longer be saved
129564	Mayor of Much admits mistakes
129565	BUND criticizes municipal handling of green spaces
129566	Political Ash Wednesday under the sign of the European elections
129567	Alcoholized man hit by KVB train
129568	Number of Islamist threats does not decrease
129570	Markus Söder lashes out at AfD
129571	Helmut Bornhofen hangs up his doctor's coat
129572	Police continue search for Rebecca's body
129573	Özil with side blow against Löw
129574	Cologne ranks 19th in smog deaths - ahead of Mumbai
129576	Parcel industry considers price surcharge for doorstep orders
129577	Illegal border crossings increase enormously
129578	Campaign launched to get out of the Fasteleer
129579	Debate about opening hours for the new elevator
129580	City wants to equalize situation - traffic circle conceivable
129581	Tip Top company from Elsdorf manufactures conveyor belts for RWE opencast mine
129582	This is how the first weekly market ran on the Steinmüller site
129583	School management writes fire letter to Leverkusen's city leaders
129585	Energy companies rely on intelligent lanterns
129586	Hamburg woman gives birth to baby in schnitzel restaurant
129587	"Spanish press on Real: ""Defeat of the century""."
129588	R. Kelly maintains his innocence
129590	This is how nice the atmosphere was in Deutz, Kalk and Dellbrück
129593	Travel trade show ITB begins with optimism
129595	Kim Jong Un is apparently tinkering with missiles again
129597	Speeder uses crow's feet against police - and flees
129598	"Birgit Schrowange: ""Sex is like riding a bike""."
129599	This is how the cash-in-transit truck robbery in Cologne went down
129600	Daughter of Luke Perry thanks for sympathy
129601	Award-winning ideas for comprehensive school in Troisdorf
129602	The poplars will soon be gone
129603	"Anna Sindermann makes a big impression at the ""Jugend musiziert"" competition"
129604	Bright faces, good mood and great ideas
129606	Low interest rates drive investors into shares and funds
129607	Much Kamelle with Heimbacher procession under people brought
129608	What we leave out in the editorial office during Lent
129610	Apple still clearly ahead in computer watches
129611	Salzburg faces major challenge - triple is possible
129612	"Peiffer calls Austrian dopers ""idiots"""
129613	"""Charité"" continues to lose viewers"
129614	Robbery of money transporter at Cologne/Bonn airport
129615	"The children's prince and princess of Sötenich at the ""Tollitätenfühlen"
129616	Mockery and derision for Real Madrid
129617	In NRW, 100 wind turbines will soon be turning in the forest
129618	This is how the Florence and the Machine concert was in Cologne
129619	Nicko Cruises gets new river ships for Danube and Rhine
129621	Masked men rob money transporter at Cologne/Bonn airport
129622	"""Sex is like riding a bike"""
129623	Mobile citizens' offices in Refrath and Bensberg saved
129624	"The parcel industry is fine-tuning the ""last mile"
129625	Dynamo Dresden extends contract with Patrick Ebert
129626	Cologne politicians want to exchange more views on cycling
129627	Contractually stipulate rules for home office work
129628	New daycare places are being created here in Oberberg
129629	Elke Bisoke offers sound massages for relaxation
129630	Will video evidence also be used in the 2nd Bundesliga?
129631	"All about foresters, miners and the oldest ""inhabitant""."
129632	Erdogan rejects reports of threatened arrests
129633	"""We don't have wi-fi so guests can talk to each other""."
129635	Bollards to deter parking offenders in Cologne-Mauenheim
129636	These banks in the region increase fees
129638	SHI patients paid 4.21 billion euros in co-payments
129639	Schaeffler plans to cut hundreds of jobs in Germany
129640	Brinkhaus can imagine a Muslim as CDU chancellor
129643	Guaidó announces strike in public sector
129645	Major operation at Geißbockheim
129646	Mazda CX-30 to close gap between CX-3 and CX-5
129647	The end of an extraordinary era
129648	Teacher answers the question that all students ask themselves
129649	"Carolin Kebekus with new episodes of ""Pussy Terror TV"
129650	English federation suspends Tottenham coach Pochettino
129651	Search for Rebecca discontinued without results for the time being
129652	China customs objects to Tesla cars
129653	Film Academy honors Margarethe von Trotta
129654	No evidence of further victims
129655	In which situations are drivers allowed to use the headlight flasher?
129656	"Mehdi Jalali: ""I almost went up the walls""."
129658	Kind considers Hannover's relegation sealed
129659	Bayern bosses criticize player ejection from DFB eleven
129660	100-kilo barrel rolled onto tracks: discovered in time
129661	Willem-Alexander and Máxima in Bremen
129662	One in four accuses the media of deliberate manipulation
129663	Löw's squad puzzle: His new starting eleven and the alternatives
129664	Top talent Kabak explains VfB switch: part of career plan
129665	Lecture and workshop for highly sensitive people
129667	"For Charly Hübner, the turnaround came ""at the right time"
129668	Man steals children's bike from hallway
129669	Is Tom Neuwirth Conchita now finally Wurst?
129670	Eintracht wants to continue its European Cup fairy tale
129671	A tearful farewell at Lupo - and a newcomer
129672	Mitsubishi refreshes its SUV range
129673	Cologne's jecke Stuck Bar is out - who's coming in?
129674	Will video consultations solve the shortage of doctors in rural areas?
129675	"""Questionable"": FC Bayern criticizes Löw signings"
129676	"""Astor"" sails again in winter for German passengers"
129677	Students and teachers complained of respiratory irritation
129678	Jaap Stam becomes new coach of Feyenoord Rotterdam
129679	Greens demand travel warning for Turkey
129680	US trade deficit at highest level in ten years
129681	District court sentences Elsdorf man to life in prison
129682	Exhibition about Michael Jackson to come to Bonn
129683	Kamelle can be contaminated with gasoline - district recommends disposal
129684	"Travel trade show: ""Germany in the vacation mood""."
129685	6 cost traps that threaten when booking a rental car
129686	"""We got a life sentence from fate""."
129687	Number of long-distance train cancellations has doubled
129688	Nissan looks ahead to upcoming crossover with study
129689	Fiat shows budget power Centoventi
129690	Twenty cars broken into in Cologne-Ehrenfeld
129691	Police discover stolen vending machine in trunk
129692	Wolfsburg's Weghorst in provisional squad of the Netherlands
129693	Talents Unbehaun and Raschl receive professional contracts
129694	What is the problem with the conversion of Heiligenhoven Castle?
129695	History of the settlers' association is now accessible
129696	This is what the e-cars of the future will look like
129697	Once again headwind for wind power in Morsbach
129698	The lime trees in Zuccalmaglio Square may remain
129699	22-year-old goes after two police officers with knife
129700	Stateless couple in Waldbröl sentenced to fines
129701	Fire department deploys to large-scale operation in Euskirchen
129702	President Spinner resigns - Veh wins power struggle
129703	Thomas Müller sharply criticizes Joachim Löw
129704	Söder and Kramp-Karrenbauer share out
129705	Power struggle at 1. FC Köln - President Spinner resigns
129706	"Müller: No understanding of ""suggested finality"""
129707	Marco Höger calls for focus on sports
129708	"""We are the point of contact, and not Erdogan""."
129710	S-Bahn takes wrong route due to switch fault
129712	"Hartmann: CDU stands for ""Chaos, Against, Incompetent"
129713	NRW gives more foreigners the right to stay
129714	German World Cup group opponents weak
129715	Laura Siegemund fails in first round in Indian Wells
129716	Cologne power struggle: Spinner resigns, rebuke for Veh
129717	Tuchel fails with Paris in dramatic CL round of 16 match
129718	Beacons block the road and the sidewalk
129719	Just shake off the devil
129720	The days of the megaphone are numbered
129721	Kovac expects defiance from Müller, Hummels and Boateng
